primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
The Prince and the Pauper,1937,118,"Adventure,Drama,Family",7.2,3121
The Prisoner of Zenda,1937,101,"Adventure,Drama,Romance",7.6,5371
Pépé le Moko,1937,94,"Crime,Drama,Romance",7.6,8586
Quality Street,1937,83,"Comedy,Drama,Romance",6.2,1369
San Quentin,1937,70,"Crime,Drama,Film-Noir",6.5,2405
Saratoga,1937,92,"Comedy,Drama,Romance",6.5,2121
Seventh Heaven,1937,102,"Drama,Romance",7.0,1177
Shall We Dance,1937,109,"Comedy,Musical,Romance",7.4,8274
What Did the Lady Forget?,1937,71,"Comedy,Drama",7.0,1427
Snow White and the Seven Dwarfs,1937,83,"Adventure,Animation,Family",7.6,235306
Something to Sing About,1937,93,"Comedy,Musical",6.2,1104
Stage Door,1937,92,"Comedy,Drama,Romance",7.7,9686
Stand-In,1937,91,"Comedy,Romance",6.7,1439
A Star Is Born,1937,111,"Drama,Romance",7.3,11679
Stella Dallas,1937,106,"Drama,Romance",7.4,6860
Storm in a Teacup,1937,87,"Comedy,Romance",6.6,1272
"Thank You, Mr. Moto",1937,67,"Adventure,Crime,Drama",6.9,1171
That Certain Woman,1937,93,"Drama,Romance",6.4,1821
They Won't Forget,1937,95,"Drama,Film-Noir,Mystery",7.2,2117
"Think Fast, Mr. Moto",1937,70,"Adventure,Crime,Drama",6.7,1335
The Toast of New York,1937,109,"Biography,Comedy,Drama",6.3,1277
Topper,1937,97,"Comedy,Fantasy,Romance",7.2,8948
True Confession,1937,85,"Comedy,Crime",6.6,1855
Un Carnet de bal,1937,144,Drama,7.4,1075
Way Out West,1937,66,"Comedy,Family,Western",7.6,9459
Wee Willie Winkie,1937,100,"Adventure,Family",6.9,2056
You Only Live Once,1937,86,"Crime,Drama,Film-Noir",7.2,8148
Young and Innocent,1937,83,"Crime,Drama,Mystery",6.8,11850
The Adventures of Marco Polo,1938,104,"Adventure,Biography,Drama",5.6,1292
The Adventures of Robin Hood,1938,102,"Action,Adventure,Romance",7.9,57139
The Adventures of Tom Sawyer,1938,91,"Adventure,Drama,Family",7.1,2437
Alexander Nevsky,1938,112,"Action,Biography,Drama",7.5,13001
Alexander's Ragtime Band,1938,106,"Drama,Music,Musical",6.8,2463
Algiers,1938,96,"Drama,Mystery,Romance",6.6,3591
The Amazing Dr. Clitterhouse,1938,87,"Crime,Drama",7.0,3207
Angels with Dirty Faces,1938,97,"Crime,Drama,Film-Noir",7.9,24520
The Big Broadcast of 1938,1938,91,"Comedy,Musical,Romance",6.1,1162
Block-Heads,1938,57,"Comedy,Family,War",7.5,4851
Bluebeard's Eighth Wife,1938,85,"Comedy,Romance",7.1,5111
Boys Town,1938,96,"Biography,Drama,Family",7.2,6795
Bringing Up Baby,1938,102,Comedy,7.8,69562
The Human Beast,1938,100,"Crime,Drama",7.5,8891
Carefree,1938,83,"Comedy,Musical,Romance",6.9,4573
Charlie Chan in Honolulu,1938,67,"Crime,Drama,Mystery",6.7,1944
Child Bride,1938,62,Drama,4.5,1147
A Christmas Carol,1938,69,"Drama,Family,Fantasy",7.5,9545
The Citadel,1938,110,Drama,7.0,2551
The Cowboy and the Lady,1938,91,"Comedy,Western",6.6,1977
Crime School,1938,85,"Crime,Drama",6.6,1547
The Dawn Patrol,1938,103,"Drama,War",7.5,3608
Boys' School,1938,98,"Drama,Mystery",7.3,1013
The Divorce of Lady X,1938,91,"Comedy,Drama,Romance",6.6,1773
The Drum,1938,104,"Adventure,War",6.3,1017
The Baker's Wife,1938,133,"Comedy,Drama",7.5,2649
Flash Gordon's Trip to Mars,1938,299,"Action,Adventure,Family",6.9,1124
Four Daughters,1938,90,"Drama,Music,Romance",6.9,2423
Four's a Crowd,1938,93,"Comedy,Romance",6.3,1416
The Great Waltz,1938,104,"Biography,Drama,Music",6.4,1442
Having Wonderful Time,1938,70,"Comedy,Romance",6.0,1082
Holiday,1938,95,"Comedy,Romance",7.7,19710
Hotel du Nord,1938,83,"Comedy,Drama,Romance",7.5,3526
If I Were King,1938,101,"Adventure,History",7.1,1124
Jezebel,1938,104,"Drama,Romance",7.4,16103
A Woman's Face,1938,100,Drama,7.0,1273
The Lady Vanishes,1938,96,"Crime,Drama,Mystery",7.7,60577
Little Miss Broadway,1938,72,"Drama,Family,Musical",6.6,1042
Love Finds Andy Hardy,1938,91,"Comedy,Romance",6.7,2190
The Mad Miss Manton,1938,80,"Comedy,Mystery",6.7,3091
Mannequin,1937,95,Drama,6.6,1596
Marie Antoinette,1938,149,"Biography,Drama,History",7.3,3519
La Marseillaise,1938,130,"Drama,History,War",7.0,1493
Merrily We Live,1938,95,"Comedy,Romance",7.3,2507
"Mr. Wong, Detective",1938,69,"Adventure,Crime,Drama",6.0,1398
Nancy Drew: Detective,1938,66,"Comedy,Crime,Family",6.7,1262
Of Human Hearts,1938,103,"Drama,Western",6.8,1485
Olympia Part One: Festival of the Nations,1938,111,"Documentary,Sport",7.7,5650
Olympia Part Two: Festival of Beauty,1938,90,"Documentary,Sport",7.6,4639
Pygmalion,1938,89,"Comedy,Drama,Romance",7.7,10329
Port of Shadows,1938,91,"Crime,Drama,Romance",7.7,10711
The Rage of Paris,1938,78,Comedy,6.9,1094
Rebecca of Sunnybrook Farm,1938,81,"Comedy,Drama,Family",7.0,2051
Room Service,1938,78,Comedy,6.6,5828
The Saint in New York,1938,69,"Crime,Drama,Mystery",6.3,1124
The Shining Hour,1938,76,"Drama,Romance",6.4,1457
The Shopworn Angel,1938,85,"Drama,Romance",6.9,1775
Sidewalks of London,1938,85,Comedy,6.9,1623
The Sisters,1938,99,Drama,6.8,2238
A Slight Case of Murder,1938,85,"Comedy,Crime",7.0,2725
Swiss Miss,1938,71,"Comedy,Musical",6.6,2493
The Terror of Tiny Town,1938,62,"Comedy,Family,Western",3.9,2023
Test Pilot,1938,119,"Drama,Romance",6.8,2928
There's Always a Woman,1938,81,"Comedy,Crime,Mystery",6.7,1106
Three Comrades,1938,98,"Drama,Romance",7.1,2300
Too Hot to Handle,1938,107,"Adventure,Comedy,Drama",6.6,1742
Vivacious Lady,1938,90,"Comedy,Romance",7.1,4798
A Yank at Oxford,1938,102,"Drama,Romance,Sport",6.6,1448
You Can't Take It with You,1938,126,"Comedy,Drama,Romance",7.8,29883
You and Me,1938,94,"Crime,Film-Noir",6.8,2069
The Young in Heart,1938,90,"Comedy,Drama",7.3,1822
The Adventures of Huckleberry Finn,1939,91,"Adventure,Drama,Family",6.8,1537
The Adventures of Sherlock Holmes,1939,85,"Crime,Mystery,Thriller",7.2,8020
Allegheny Uprising,1939,81,"Adventure,Drama,History",6.3,1910
Another Thin Man,1939,103,"Comedy,Crime,Mystery",7.4,8665
Ask a Policeman,1939,83,"Adventure,Comedy,Crime",7.3,1092
At the Circus,1939,87,"Comedy,Musical",6.8,6725
Babes in Arms,1939,94,"Comedy,Musical",6.3,3051
Bachelor Mother,1939,82,"Comedy,Romance",7.5,5005
Beau Geste,1939,112,"Action,Adventure,Drama",7.5,6947
The Cat and the Canary,1939,72,"Comedy,Horror,Mystery",7.1,4175
Charlie Chan at Treasure Island,1939,74,"Action,Crime,Mystery",7.2,1987
City in Darkness,1939,75,"Crime,Drama,Mystery",6.5,1449
Charlie Chan in Reno,1939,71,Mystery,7.0,1621
Confessions of a Nazi Spy,1939,104,"Drama,War",6.7,2329
The Human Monster,1939,73,"Crime,Drama,Horror",5.7,1743
Dark Victory,1939,104,"Drama,Romance",7.4,13249
Destry Rides Again,1939,95,"Comedy,Western",7.6,13294
Dodge City,1939,104,Western,7.1,6223
Drums Along the Mohawk,1939,104,"Drama,Romance,War",7.0,7238
Dust Be My Destiny,1939,88,"Crime,Drama,Film-Noir",6.8,1089
Each Dawn I Die,1939,92,"Crime,Drama,Film-Noir",7.2,4130
Fifth Avenue Girl,1939,83,"Comedy,Romance",6.8,1896
La fin du jour,1939,99,Drama,7.8,1142
Five Came Back,1939,75,"Adventure,Crime,Drama",7.1,2544
The Flying Deuces,1939,69,"Comedy,Family,War",6.7,6128
The Four Feathers,1939,129,"Adventure,Drama,History",7.4,6984
Frontier Marshal,1939,71,"Drama,Western",6.6,1163
Angel Street,1940,84,"Drama,Mystery,Romance",7.3,5800
Golden Boy,1939,99,"Drama,Romance,Sport",6.8,2327
Gone with the Wind,1939,238,"Drama,Romance,War",8.2,352356
"Goodbye, Mr. Chips",1939,114,"Drama,Romance",7.9,12193
The Gorilla,1939,66,"Comedy,Horror",4.8,1797
Gulliver's Travels,1939,76,"Adventure,Animation,Comedy",6.6,5281
Gunga Din,1939,117,"Adventure,Comedy,War",7.2,13479
The Hound of the Baskervilles,1939,80,"Crime,Mystery,Thriller",7.4,12632
The Hunchback of Notre Dame,1939,116,"Drama,Romance",7.8,13086
The Ice Follies of 1939,1939,82,"Drama,Music,Romance",5.2,1115
Idiot's Delight,1939,107,"Comedy,Drama,Romance",6.5,1934
In Name Only,1939,94,"Drama,Romance",7.0,3873
Intermezzo,1939,70,"Drama,Music,Romance",6.6,3108
It's a Wonderful World,1939,86,"Comedy,Crime,Mystery",6.8,3644
Jamaica Inn,1939,98,"Adventure,Crime,Drama",6.3,12044
Jesse James,1939,106,"Drama,Western",7.0,5264
Daybreak,1939,93,"Crime,Drama,Romance",7.7,8777
Juarez,1939,125,"Biography,Drama,History",6.9,2708
King of the Underworld,1939,67,"Crime,Drama,Romance",6.4,1737
The Little Princess,1939,93,"Comedy,Drama,Family",7.2,7193
Love Affair,1939,88,"Comedy,Drama,Romance",7.3,7037
Made for Each Other,1939,92,"Comedy,Drama,Romance",6.3,4424
The Man They Could Not Hang,1939,64,"Crime,Horror,Sci-Fi",6.8,2170
The Man in the Iron Mask,1939,113,"Adventure,History,Romance",7.0,2132
Midnight,1939,94,"Comedy,Romance",7.8,6304
Mr. Moto's Last Warning,1938,71,"Crime,Drama,Mystery",6.4,1531
Mr. Smith Goes to Washington,1939,129,"Comedy,Drama",8.1,128148
Mr. Wong in Chinatown,1939,71,"Adventure,Crime,Drama",5.8,1081
The Mystery of Mr. Wong,1939,68,Mystery,6.1,1138
Nancy Drew and the Hidden Staircase,1939,60,"Comedy,Crime,Family",6.6,1039
Nancy Drew... Reporter,1939,68,"Comedy,Crime,Family",6.5,1565
Ninotchka,1939,110,"Comedy,Romance",7.8,24465
Of Mice and Men,1939,106,"Adventure,Drama",7.8,7389
The Oklahoma Kid,1939,85,"Action,Western",6.4,2866
The Old Maid,1939,95,Drama,7.4,4292
On Borrowed Time,1939,99,"Drama,Family,Fantasy",7.7,2436
Only Angels Have Wings,1939,121,"Adventure,Drama,Romance",7.6,16915
The Phantom Creeps,1939,265,"Action,Family,Horror",4.7,1195
The Private Lives of Elizabeth and Essex,1939,106,"Biography,Drama,History",7.0,6554
Clouds Over Europe,1939,82,"Comedy,Drama,Mystery",6.6,1187
The Rains Came,1939,103,Drama,6.9,2457
The Real Glory,1939,96,"Action,Drama,History",6.5,1318
The Return of Doctor X,1939,63,"Drama,Horror,Mystery",5.7,2848
The Roaring Twenties,1939,106,"Crime,Drama,Thriller",7.9,17055
The Rules of the Game,1939,110,"Comedy,Drama",7.9,33017
The Saint Strikes Back,1939,64,"Crime,Drama,Mystery",6.2,1152
The Saint in London,1939,72,"Action,Comedy,Crime",6.5,1051
Son of Frankenstein,1939,99,"Drama,Horror,Sci-Fi",7.1,13100
U-Boat 29,1939,77,"Thriller,War",6.9,2849
Stagecoach,1939,96,"Adventure,Drama,Western",7.8,57795
Stanley and Livingstone,1939,101,"Adventure,Drama,History",7.0,1644
The Stars Look Down,1940,110,Drama,7.0,1279
The Story of Alexander Graham Bell,1939,98,"Biography,Drama,History",7.0,1252
The Story of Vernon and Irene Castle,1939,93,"Biography,Drama,Musical",6.9,2917
Susannah of the Mounties,1939,79,"Drama,Western",6.4,1061
Tarzan Finds a Son!,1939,82,"Action,Adventure,Family",6.5,3799
They Made Me a Criminal,1938,92,"Crime,Drama,Film-Noir",6.8,2782
Topper Takes a Trip,1938,80,"Comedy,Fantasy,Romance",6.4,1627
Tower of London,1939,92,"Drama,History",6.6,2402
Union Pacific,1939,135,"Drama,Western",7.0,3779
The Wizard of Oz,1939,102,"Adventure,Family,Fantasy",8.1,460737
The Women,1939,133,"Comedy,Drama",7.7,15902
Wuthering Heights,1939,104,"Drama,Romance",7.5,21245
You Can't Cheat an Honest Man,1939,79,"Comedy,Family",6.9,1988
You Can't Get Away with Murder,1939,79,"Crime,Drama,Film-Noir",6.4,1490
Young Mr. Lincoln,1939,100,"Biography,Drama",7.5,9796
The Story of the Last Chrysanthemum,1939,148,"Drama,Romance",7.8,4795
21 Days Together,1940,72,"Crime,Drama,Romance",6.1,1374
Abe Lincoln in Illinois,1940,110,"Biography,Drama,History",7.3,2241
You're Missing the Point,1940,112,Comedy,8.0,1650
"All This, and Heaven Too",1940,141,"Drama,Romance",7.4,5725
Andy Hardy Meets Debutante,1940,88,"Comedy,Family,Romance",6.6,1100
Angels Over Broadway,1940,79,"Adventure,Comedy,Crime",6.5,1451
The Ape,1940,62,"Horror,Sci-Fi",4.7,2241
"Arise, My Love",1940,110,"Comedy,Drama,Romance",6.9,1127
Arizona,1940,125,"Drama,Western",6.8,1641
The Bank Dick,1940,72,Comedy,7.1,8121
Before I Hang,1940,62,"Crime,Horror,Sci-Fi",6.1,1588
Beyond Tomorrow,1940,84,"Drama,Fantasy,Romance",6.5,2559
Black Friday,1940,70,"Crime,Drama,Film-Noir",6.3,3266
The Blue Bird,1940,88,"Adventure,Family,Fantasy",6.2,2167
Boom Town,1940,119,"Adventure,Drama,Romance",7.0,4082
Brigham Young,1940,114,"Adventure,Biography,Drama",6.3,1197
British Intelligence,1939,61,"Romance,Thriller,War",6.1,1428
Broadway Melody of 1940,1940,102,Musical,7.3,3006
Brother Orchid,1940,88,"Comedy,Crime,Drama",7.0,3369
Buck Rogers,1939,237,"Adventure,Family,Sci-Fi",6.8,1075
Charlie Chan at the Wax Museum,1940,63,Mystery,7.0,1867
Charlie Chan in Panama,1940,67,"Adventure,Mystery",7.1,1626
Charlie Chan's Murder Cruise,1940,76,"Crime,Drama,Mystery",7.1,1584
Christmas in July,1940,67,"Comedy,Drama,Romance",7.3,4662
A Chump at Oxford,1940,62,"Comedy,Family",7.2,4651
City for Conquest,1940,104,"Drama,Sport",7.2,2910
Comrade X,1940,104,"Comedy,Romance",6.6,1979
Blackout,1940,80,"Crime,Drama,Romance",6.9,1491
"Dance, Girl, Dance",1940,90,"Comedy,Drama,Music",6.8,3410
Dark Command,1940,94,"Drama,Romance,War",6.7,3282
The Devil Bat,1940,68,"Horror,Sci-Fi",5.4,3764
The Doctor Takes a Wife,1940,88,"Comedy,Romance",6.9,1146
Doomed to Die,1940,68,"Crime,Drama,Mystery",5.5,1526
Down Argentine Way,1940,89,"Comedy,Drama,Musical",6.4,1471
Dr. Cyclops,1940,77,"Adventure,Drama,Horror",6.4,3127
Dr. Ehrlich's Magic Bullet,1940,103,"Biography,Drama",7.4,1961
"Edison, the Man",1940,107,"Biography,Drama",7.0,1932
Escape,1940,104,"Crime,Drama,Mystery",7.0,1292
Fantasia,1940,124,"Animation,Family,Fantasy",7.7,109833
The Fatal Hour,1940,68,"Crime,Mystery",5.4,1446
The Fighting 69th,1940,90,"Action,Adventure,Biography",6.6,2188
Flash Gordon Conquers the Universe,1940,195,"Action,Adventure,Family",6.6,1617
Foreign Correspondent,1940,120,"Action,Drama,Romance",7.4,25591
The Ghost Breakers,1940,85,"Comedy,Horror,Mystery",7.0,4492
Go West,1940,80,"Comedy,Musical,Western",6.8,6055
The Grapes of Wrath,1940,129,Drama,8.1,107120
The Great Dictator,1940,125,"Comedy,Drama,War",8.4,256461
The Great McGinty,1940,82,"Comedy,Drama",7.2,4798
His Girl Friday,1940,92,"Comedy,Drama,Romance",7.8,66928
The House of the Seven Gables,1940,89,"Drama,Romance,Thriller",7.0,1682
The Howards of Virginia,1940,116,"Drama,History,War",6.0,1352
I Love You Again,1940,99,"Comedy,Romance",7.4,4060
The Invisible Man Returns,1940,81,"Drama,Horror,Mystery",6.4,5983
Invisible Stripes,1939,81,"Action,Crime,Drama",6.7,2178
The Invisible Woman,1940,72,"Comedy,Horror,Romance",5.9,3792
It All Came True,1940,97,"Comedy,Crime,Drama",6.6,1618
Johnny Apollo,1940,94,"Crime,Drama,Film-Noir",6.9,1659
Jud Süß,1940,98,Drama,5.0,3629
Kitty Foyle,1940,108,"Drama,Romance",6.9,4365
Knute Rockne All American,1940,98,"Biography,Drama,Family",6.7,2289
The Lady in Question,1940,80,"Comedy,Drama,Mystery",6.3,1046
The Letter,1940,95,"Crime,Drama,Film-Noir",7.5,15641
The Long Voyage Home,1940,105,"Drama,War",6.9,5399
Lucky Partners,1940,99,"Comedy,Drama,Romance",6.5,1169
The Man with Nine Lives,1940,74,"Horror,Mystery,Sci-Fi",6.5,1269
The Mark of Zorro,1940,94,"Action,Adventure,Drama",7.5,11729
The Mortal Storm,1940,100,Drama,7.7,6651
The Mummy's Hand,1940,67,"Adventure,Fantasy,Horror",6.0,5221
Murder Over New York,1940,65,Mystery,6.9,1471
My Little Chickadee,1940,83,"Comedy,Western",6.8,3297
Night Train to Munich,1940,90,"Drama,Romance,Thriller",7.2,6102
No Time for Comedy,1940,93,"Comedy,Drama,Romance",6.2,1349
North West Mounted Police,1940,126,"Drama,Romance,Western",6.4,1978
Northwest Passage,1940,126,"Adventure,Drama,History",7.0,4213
One Million B.C.,1940,80,"Adventure,Fantasy,Romance",5.7,1869
One Night in the Tropics,1940,82,"Comedy,Musical,Romance",6.3,1982
Our Town,1940,90,"Drama,Family,Romance",6.5,3268
The Philadelphia Story,1940,112,"Comedy,Romance",7.8,77639
Pinocchio,1940,88,"Adventure,Animation,Comedy",7.5,169982
Pride and Prejudice,1940,118,"Comedy,Drama,Romance",7.3,9892
Primrose Path,1940,93,"Drama,Mystery,Romance",6.8,1987
Raffles,1939,72,"Adventure,Comedy,Crime",6.4,1343
Rebecca,1940,130,"Drama,Mystery,Romance",8.1,161108
Remember the Night,1939,94,"Comedy,Drama,Romance",7.6,7951
The Return of Frank James,1940,92,"Drama,Western",6.6,3945
Road to Singapore,1940,85,"Comedy,Musical,Romance",6.6,4260
Santa Fe Trail,1940,110,"Drama,War,Western",6.2,4496
Saps at Sea,1940,56,Comedy,7.1,3342
The Sea Hawk,1940,127,"Action,Adventure,History",7.6,11398
Second Chorus,1940,84,"Comedy,Musical,Romance",5.7,1883
Seven Sinners,1940,87,"Comedy,Drama,Romance",6.5,1924
The Shop Around the Corner,1940,99,"Comedy,Drama,Romance",8.0,42651
Strange Cargo,1940,113,"Adventure,Drama,Romance",6.9,3190
Stranger on the Third Floor,1940,64,"Crime,Drama,Film-Noir",6.8,4964
Strike Up the Band,1940,120,"Comedy,Musical,Romance",6.8,2099
Susan and God,1940,117,"Comedy,Drama",5.9,1542
They Drive by Night,1940,95,"Crime,Drama,Film-Noir",7.2,9916
The Thief of Bagdad,1940,106,"Adventure,Family,Fantasy",7.4,15545
"Third Finger, Left Hand",1940,96,"Comedy,Romance",6.9,1181
Three Faces West,1940,79,"Adventure,Drama,Romance",6.2,1065
Too Many Girls,1940,85,"Comedy,Music,Sport",5.9,1118
Too Many Husbands,1940,81,"Comedy,Romance",6.5,1818
Torrid Zone,1940,88,"Action,Adventure,Comedy",6.7,1566
Vigil in the Night,1940,96,"Drama,Romance",6.7,1131
Virginia City,1940,121,Western,6.8,3229
Waterloo Bridge,1940,108,"Drama,Romance,War",7.7,11660
The Westerner,1940,100,"Drama,Western",7.3,7386
When the Daltons Rode,1940,81,Western,6.4,1007
You'll Find Out,1940,97,"Comedy,Crime,Horror",6.1,1678
Young Tom Edison,1940,86,"Biography,Drama,Family",6.8,1360
Adam Had Four Sons,1941,81,Drama,6.7,1500
Adventures of Captain Marvel,1941,216,"Action,Adventure,Family",7.1,1646
Ball of Fire,1941,111,"Comedy,Romance",7.7,15518
Belle Starr,1941,87,"Drama,Western",5.7,1110
The Big Store,1941,83,"Comedy,Family,Musical",6.5,5697
Billy the Kid,1941,94,"Drama,Western",5.7,1134
The Black Cat,1941,70,"Comedy,Mystery",6.1,2382
Blood and Sand,1941,125,"Drama,Romance,Sport",6.7,3376
Blossoms in the Dust,1941,99,"Biography,Drama,Romance",6.9,2479
Blues in the Night,1941,88,"Crime,Drama,Film-Noir",6.7,1484
The Bride Came C.O.D.,1941,92,"Comedy,Romance",6.9,3948
Buck Privates,1941,84,"Comedy,Musical,War",7.0,4988
Charlie Chan in Rio,1941,60,"Crime,Mystery",6.9,1576
Citizen Kane,1941,119,"Drama,Mystery",8.2,488892
Come Live with Me,1941,86,"Comedy,Romance",7.0,2763
Bombsight Stolen,1941,90,"Comedy,Mystery,Thriller",6.7,1539
A Date with the Falcon,1942,63,"Crime,Drama,Film-Noir",6.4,1145
Dead Men Tell,1941,61,"Crime,Mystery",6.9,1423
The Devil Commands,1941,65,"Horror,Sci-Fi",6.1,1671
The Devil and Daniel Webster,1941,107,"Drama,Fantasy,Romance",7.6,6369
The Devil and Miss Jones,1941,92,"Comedy,Romance",7.6,5094
Dive Bomber,1941,132,"Drama,Romance,War",6.5,2200
Dr. Jekyll and Mr. Hyde,1941,113,"Drama,Horror,Sci-Fi",6.8,10635
Dressed to Kill,1941,74,"Crime,Drama,Film-Noir",6.4,1302
Dumbo,1941,64,"Adventure,Animation,Drama",7.2,149616
The Face Behind the Mask,1941,69,"Crime,Drama,Film-Noir",7.1,2364
The Feminine Touch,1941,97,Comedy,6.4,1087
The Flame of New Orleans,1941,79,"Adventure,Comedy,Music",6.5,1469
Footsteps in the Dark,1941,96,"Comedy,Crime,Mystery",6.7,1605
The Invaders,1941,123,"Drama,Thriller,War",7.3,8351
The Gay Falcon,1941,67,"Crime,Drama,Film-Noir",6.5,1402
The 47 Ronin,1941,241,"Drama,History",7.2,2872
The Ghost Train,1941,85,"Comedy,Horror",6.1,1835
Great Guns,1941,74,"Comedy,Romance,War",6.1,1726
The Great Lie,1941,108,Drama,7.1,4637
"H.M. Pulham, Esq.",1941,120,"Drama,Romance",6.9,1547
Hellzapoppin',1941,84,"Action,Comedy,Musical",7.4,3828
Here Comes Mr. Jordan,1941,94,"Comedy,Fantasy,Romance",7.5,7912
High Sierra,1941,100,"Action,Adventure,Drama",7.5,20712
Hold Back the Dawn,1941,116,"Drama,Romance",7.3,3029
Hold That Ghost,1941,86,"Comedy,Crime,Horror",7.2,4563
Honky Tonk,1941,105,"Comedy,Crime,Drama",6.6,1360
Mr. Bug Goes to Town,1941,78,"Animation,Comedy,Family",6.9,1546
Horror Island,1941,60,"Comedy,Crime,Horror",5.9,1121
How Green Was My Valley,1941,118,"Drama,Family",7.7,28582
I Wake Up Screaming,1941,82,"Crime,Drama,Film-Noir",7.2,5792
In the Navy,1941,86,Comedy,6.7,3328
Invisible Ghost,1941,64,"Crime,Drama,Horror",5.3,2898
It Started with Eve,1941,90,"Comedy,Music,Romance",7.6,2130
Johnny Eager,1941,107,"Crime,Film-Noir,Mystery",7.1,3793
Keep 'Em Flying,1941,86,Comedy,6.5,1861
King of the Zombies,1941,67,"Adventure,Comedy,Horror",5.2,2750
Ladies in Retirement,1941,91,"Crime,Drama,Film-Noir",7.1,2151
Lady Be Good,1941,112,"Comedy,Music,Musical",6.4,1294
The Lady Eve,1941,94,"Comedy,Romance",7.7,25017
Life Begins for Andy Hardy,1941,101,"Comedy,Romance",6.7,1025
The Little Foxes,1941,116,"Drama,Romance",7.9,13932
Love Crazy,1941,99,"Comedy,Romance",7.4,3719
Major Barbara,1941,121,Comedy,6.8,1634
The Maltese Falcon,1941,100,"Crime,Drama,Film-Noir",7.9,172830
Man Hunt,1941,105,"Crime,Drama,Romance",7.2,6903
The Man Who Came to Dinner,1941,112,"Comedy,Romance",7.5,9544
Man Made Monster,1941,59,"Drama,Horror,Romance",6.1,2085
Meet John Doe,1941,122,"Comedy,Drama,Romance",7.6,16088
Men of Boys Town,1941,106,Drama,6.6,1328
Moon Over Miami,1941,91,"Comedy,Musical,Romance",6.7,1503
Mr. & Mrs. Smith,1941,95,"Comedy,Romance",6.3,12073
Never Give a Sucker an Even Break,1941,71,"Comedy,Musical",7.0,2762
Nothing But the Truth,1941,90,"Action,Comedy,Romance",7.1,1136
One Foot in Heaven,1941,108,"Biography,Drama,Romance",6.6,1632
Out of the Fog,1941,85,"Crime,Drama,Film-Noir",6.7,2585
Penny Serenade,1941,119,"Drama,Romance",7.1,8700
Mister V,1941,120,"Adventure,Drama,Thriller",7.2,1987
Pot o' Gold,1941,86,"Comedy,Musical,Romance",6.0,2242
Rage in Heaven,1941,85,"Drama,Thriller",6.4,1417
The Reluctant Dragon,1941,74,"Animation,Comedy,Family",6.7,4157
Stormy Waters,1941,91,"Action,Drama,Romance",7.2,1774
Road to Zanzibar,1941,91,"Adventure,Comedy,Musical",6.7,3518
The Sea Wolf,1941,100,"Adventure,Drama",7.5,4888
Sergeant York,1941,134,"Biography,Drama,History",7.7,20969
Shadow of the Thin Man,1941,97,"Drama,Mystery",7.2,7396
The Shanghai Gesture,1941,95,"Crime,Drama,Film-Noir",6.5,3178
The Shepherd of the Hills,1941,98,"Adventure,Drama,Romance",6.9,2794
Spooks Run Wild,1941,65,"Comedy,Horror",5.3,2000
The Strawberry Blonde,1941,99,"Comedy,Romance",7.2,4604
Sullivan's Travels,1941,90,"Adventure,Comedy,Drama",7.9,30324
Sun Valley Serenade,1941,86,Comedy,7.1,2143
Sundown,1941,90,"Drama,War",5.6,1130
Suspicion,1941,99,"Drama,Film-Noir,Mystery",7.2,45771
Swamp Water,1941,88,"Crime,Drama,Mystery",7.0,2355
Tarzan's Secret Treasure,1941,81,"Action,Adventure,Romance",6.4,3309
Texas,1941,93,"Drama,Western",6.7,1535
That Hamilton Woman,1941,125,"Drama,History,Romance",7.2,5442
That Night in Rio,1941,91,"Comedy,Musical,Romance",6.7,1019
That Uncertain Feeling,1941,84,Comedy,6.6,3254
They Died with Their Boots On,1941,142,"Drama,War,Western",7.2,7398
They Met in Bombay,1941,92,"Adventure,Comedy,Crime",6.6,1487
Tobacco Road,1941,84,"Comedy,Drama",6.4,2703
The Brothers and Sisters of the Toda Family,1941,105,Drama,7.2,1556
"Tom, Dick and Harry",1941,87,"Comedy,Fantasy,Romance",6.3,1315
Topper Returns,1941,88,"Comedy,Fantasy,Mystery",6.8,3712
Two-Faced Woman,1941,90,"Comedy,Mystery,Romance",6.2,2100
The Wagons Roll at Night,1941,84,"Drama,Romance",6.3,1384
Western Union,1941,95,"History,Western",6.7,3550
When Ladies Meet,1941,105,"Comedy,Drama,Romance",6.5,1563
Whistling in the Dark,1941,78,"Comedy,Crime,Mystery",6.6,1184
The Wolf Man,1941,70,"Horror,Mystery,Romance",7.2,33972
A Woman's Face,1941,106,"Drama,Film-Noir,Thriller",7.2,4237
A Yank in the RAF,1941,98,"Action,Adventure,Drama",6.3,1656
You'll Never Get Rich,1941,88,"Comedy,Musical,Romance",6.7,3193
Ziegfeld Girl,1941,132,"Drama,Musical,Romance",6.7,3709
A-Haunting We Will Go,1942,67,"Adventure,Comedy",6.2,1501
Across the Pacific,1942,97,"Action,Adventure,Drama",6.8,5681
All Through the Night,1942,107,"Action,Comedy,Crime",7.1,5373
Aniki Bobo,1942,71,"Drama,Family",7.6,2023
Arabian Nights,1942,86,"Action,Adventure,Comedy",6.1,1807
The Murderer Lives at Number 21,1942,83,"Comedy,Crime,Mystery",7.3,3876
Babes on Broadway,1941,118,"Comedy,Family,Musical",6.6,1760
Bambi,1942,69,"Adventure,Animation,Drama",7.3,162859
The Children Are Watching Us,1943,84,Drama,7.7,3303
